" ","EUR 1","RUB 1","USD 1"
"30.05.2005","557.96","15.87","445.55"
"31.05.2005","555.1","15.84","445.08"
"01.06.2005","549.94","15.82","445.98"
"02.06.2005","545.34","15.77","445.98"
"03.06.2005","548.62","15.77","447.38"
"06.06.2005","550.94","15.8","448.32"
"07.06.2005","551.79","15.85","449.63"
"08.06.2005","553.37","15.85","450.44"
"09.06.2005","560.73","16.03","454.99"
"10.06.2005","557.96","16.03","455.89"
"13.06.2005","558.5","16.04","456.7"
"14.06.2005","550.3","16.03","456.23"
"15.06.2005","551.99","15.96","455.81"
"16.06.2005","549.73","15.91","455.49"
"17.06.2005","549.42","15.86","453.5"
"20.06.2005","549.23","15.78","451.04"
"21.06.2005","547.59","15.75","448.48"
"22.06.2005","539.45","15.63","446.12"
"23.06.2005","538.24","15.56","444.42"
"24.06.2005","535.5","15.51","443.81"
"27.06.2005","535.69","15.46","443.38"
"28.06.2005","539.13","15.51","443.22"
"29.06.2005","535.63","15.49","442.85"
"30.06.2005","533.2","15.43","442.34"
"01.07.2005","533.57","15.41","441.26"
"02.07.2005","533.1","15.38","441.05"
"06.07.2005","532.75","15.37","440.76"
"07.07.2005","524.55","15.28","440.32"
"08.07.2005","526.3","15.27","440.16"
"11.07.2005","522.62","15.22","439.03"
"12.07.2005","526.54","15.27","438.56"
"13.07.2005","532.94","15.32","438.06"
"14.07.2005","532.31","15.29","436.89"
"15.07.2005","525.82","15.2","435.75"
"18.07.2005","530.26","15.34","439.21"
"19.07.2005","532.61","15.41","441.85"
"20.07.2005","528.67","15.38","441.85"
"21.07.2005","539.45","15.6","447.19"
"22.07.2005","545.6","15.65","447.69"
"25.07.2005","543.63","15.66","447.69"
"26.07.2005","539.51","15.59","447.17"
"27.07.2005","536.96","15.61","447.95"
"28.07.2005","536.52","15.57","447.47"
"29.07.2005","541.73","15.61","447.71"
"01.08.2005","541.72","15.64","447.96"
"02.08.2005","546.4","15.64","447.17"
"03.08.2005","548.36","15.7","448.85"
"04.08.2005","552.63","15.7","449"
"05.08.2005","554.23","15.79","449.9"
"08.08.2005","558.94","15.88","451.27"
"09.08.2005","558.34","15.87","451.37"
"10.08.2005","559.25","15.93","452.21"
"11.08.2005","560.43","15.95","452.8"
"12.08.2005","564.24","16.03","454.85"
"15.08.2005","569.83","16.16","457.44"
"16.08.2005","566.66","16.2","460.21"
"18.08.2005","569.48","16.27","463.14"
"19.08.2005","567.14","16.3","464.37"
"22.08.2005","567.06","16.29","465.87"
"23.08.2005","573.65","16.41","469.01"
"24.08.2005","579.78","16.59","473.95"
"25.08.2005","583.47","16.72","477.82"
"26.08.2005","586.64","16.8","478.03"
"27.08.2005","586.64","16.8","478.03"
"29.08.2005","582.61","16.64","473.4"
"30.08.2005","579.16","16.57","471.28"
"31.08.2005","570.49","16.41","468.34"
"01.09.2005","568.54","16.32","466.09"
"02.09.2005","575.36","16.32","464.45"
"05.09.2005","581.26","16.37","463.27"
"06.09.2005","580.85","16.43","463.27"
"07.09.2005","577.16","16.39","462.36"
"08.09.2005","574.44","16.36","461.36"
"09.09.2005","570.32","16.25","459.27"
"12.09.2005","567.43","16.18","457.05"
"13.09.2005","561.71","16.09","456.19"
"14.09.2005","558.85","16.04","455.24"
"15.09.2005","558.14","16.01","453.26"
"16.09.2005","553.09","15.95","452.5"
"19.09.2005","552.48","15.94","451.26"
"20.09.2005","545.37","15.79","449.27"
"22.09.2005","546.04","15.82","449.27"
"23.09.2005","547.97","15.81","448.27"
"26.09.2005","542.23","15.74","447.46"
"27.09.2005","537.87","15.66","447.07"
"28.09.2005","535.84","15.62","446.35"
"29.09.2005","535.98","15.6","445.28"
"30.09.2005","535.85","15.59","444.21"
"03.10.2005","533.97","15.54","443.42"
"04.10.2005","528.72","15.48","443.07"
"05.10.2005","531.73","15.55","445.41"
"06.10.2005","537.5","15.72","449.9"
"07.10.2005","543.6","15.73","447.63"
"11.10.2005","541.1","15.72","447.63"
"12.10.2005","537.49","15.66","447.09"
"13.10.2005","536.48","15.61","446.77"
"14.10.2005","534.63","15.6","446.27"
"17.10.2005","534.39","15.58","445.36"
"18.10.2005","535.78","15.62","445.67"
"19.10.2005","537.52","15.74","450.3"
"20.10.2005","540.5","15.78","452.3"
"21.10.2005","544","15.9","455.12"
"24.10.2005","546.69","15.93","455.12"
"25.10.2005","543.6","15.9","455.12"
"26.10.2005","544.96","15.85","453.49"
"27.10.2005","545.95","15.91","452.73"
"28.10.2005","548.39","15.87","452.09"
"29.10.2005","548.39","15.87","452.09"
"31.10.2005","547.69","15.87","451.22"
"01.11.2005","542.9","15.84","451.55"
"02.11.2005","542.38","15.8","451.68"
"03.11.2005","542.09","15.82","452.04"
"04.11.2005","544.53","15.84","452.23"
"07.11.2005","540.04","15.85","452.56"
"08.11.2005","535.92","15.76","453.25"
"09.11.2005","533.99","15.77","454.81"
"10.11.2005","534.5","15.8","455.36"
"11.11.2005","538.43","15.89","457.77"
"14.11.2005","538.18","15.93","460.1"
"15.11.2005","540.77","16.02","461.68"
"16.11.2005","540.43","16.06","463.21"
"17.11.2005","541.45","16.08","463.69"
"18.11.2005","542.92","16.08","464.35"
"21.11.2005","542.76","16.11","464.73"
"22.11.2005","549.02","16.15","464.84"
"23.11.2005","544.06","16.12","464.97"
"24.11.2005","546.67","16.16","464.22"
"25.11.2005","545.98","16.12","463.36"
"28.11.2005","541.5","15.99","460.34"
"29.11.2005","534.45","15.79","455.78"
"30.11.2005","529.92","15.64","449.35"
"01.12.2005","525.8","15.52","446.77"
"02.12.2005","525.99","15.54","447.84"
"05.12.2005","525.32","15.51","449.11"
"06.12.2005","531.76","15.58","451.91"
"07.12.2005","535.63","15.72","454.58"
"08.12.2005","536.49","15.84","458.15"
"09.12.2005","536.57","15.74","456.11"
"12.12.2005","533.7","15.66","452.86"
"13.12.2005","538.26","15.64","451.37"
"14.12.2005","536.37","15.66","449.79"
"15.12.2005","536.56","15.57","446.39"
"16.12.2005","533.01","15.48","444.21"
"19.12.2005","533.59","15.54","445.29"
"20.12.2005","535.48","15.61","447.09"
"21.12.2005","536.76","15.66","448.98"
"22.12.2005","533.03","15.61","448.98"
"23.12.2005","527.56","15.47","446.25"
"26.12.2005","529.21","15.51","446.25"
"27.12.2005","530.68","15.53","447.49"
"28.12.2005","531.08","15.54","447.83"
"29.12.2005","534.44","15.6","448.51"
"30.12.2005","532.35","15.64","450.19"
"04.01.2006","534.72","15.75","453.27"
"05.01.2006","546.47","15.71","452.26"
"08.01.2006","549.56","15.8","454.82"
"09.01.2006","549.95","15.8","454.77"
"10.01.2006","548.93","15.79","454.49"
"11.01.2006","547.05","15.92","453.46"
"12.01.2006","548.11","15.92","453.43"
"13.01.2006","549.59","15.98","453.72"
"16.01.2006","548.88","16.01","455.92"
"17.01.2006","551.36","16.09","455.22"
"18.01.2006","549.3","16.09","454.91"
"19.01.2006","549.65","16.02","453.32"
"20.01.2006","545.11","15.96","451.51"
"23.01.2006","540.14","15.82","447.58"
"24.01.2006","548.67","15.93","446.91"
"25.01.2006","548.31","15.96","446.8"
"26.01.2006","549.37","15.97","446.86"
"27.01.2006","548.13","15.99","447.31"
"30.01.2006","546.64","16.03","449.1"
"31.01.2006","542.71","15.97","449.19"
"01.02.2006","544.36","15.97","449.22"
"02.02.2006","542.99","15.96","449.05"
"03.02.2006","541.7","15.93","448.95"
"06.02.2006","541.24","15.93","448.75"
"07.02.2006","537.76","15.9","448.84"
"08.02.2006","537.47","15.89","448.9"
"09.02.2006","537.23","15.91","449.64"
"10.02.2006","538.52","15.92","449.82"
"13.02.2006","539.45","15.96","450.67"
"14.02.2006","536.07","15.97","450.93"
"15.02.2006","536.85","16.01","451.21"
"16.02.2006","536.85","15.99","450.98"
"17.02.2006","534.23","15.96","450.52"
"20.02.2006","534.31","15.96","450.4"
"21.02.2006","537.35","16","450.34"
"22.02.2006","536.52","15.99","450.63"
"23.02.2006","535.22","15.99","450.71"
"24.02.2006","539.38","16.01","451.1"
"27.02.2006","536.34","16","450.86"
"28.02.2006","534.15","16.03","450.68"
"01.03.2006","535.09","16.02","450.6"
"02.03.2006","538.71","16.08","450.65"
"03.03.2006","537.22","16.08","450.65"
"06.03.2006","542.22","16.15","451.1"
"07.03.2006","543.01","16.21","451.87"
"09.03.2006","539.81","16.19","453.13"
"10.03.2006","539.88","16.18","452.92"
"13.03.2006","540.12","16.17","453.16"
"14.03.2006","540","16.17","452.94"
"15.03.2006","541.01","16.18","452.8"
"16.03.2006","544.19","16.25","452.51"
"17.03.2006","544.24","16.21","450.94"
"18.03.2006","544.24","16.21","450.94"
"20.03.2006","548.17","16.24","449.87"
"21.03.2006","547.43","16.23","449.67"
"22.03.2006","545.7","16.22","449.36"
"23.03.2006","541.97","16.19","449.06"
"24.03.2006","541.73","16.18","449.38"
"27.03.2006","538.07","16.14","449.55"
"28.03.2006","540.85","16.19","449.77"
"29.03.2006","543.89","16.19","450.09"
"30.03.2006","541.84","16.22","451.08"
"31.03.2006","545.43","16.24","450.92"
"03.04.2006","545.29","16.26","450.5"
"04.04.2006","543.78","16.23","450.78"
"05.04.2006","551.17","16.29","451.15"
"06.04.2006","553.46","16.38","451.36"
"07.04.2006","555.71","16.39","451.36"
"10.04.2006","549.97","16.36","451.57"
"11.04.2006","546.35","16.3","451.57"
"12.04.2006","546.43","16.31","451.41"
"13.04.2006","547.14","16.31","451.25"
"14.04.2006","545.74","16.29","451.25"
"17.04.2006","545.42","16.28","450.98"
"18.04.2006","544.41","16.29","450.15"
"19.04.2006","551.41","16.33","450.06"
"20.04.2006","554.9","16.36","449.46"
"21.04.2006","554.1","16.34","448.81"
"25.04.2006","551.75","16.28","448.03"
"26.04.2006","555.84","16.31","447.36"
"27.04.2006","554.81","16.3","446.53"
"28.04.2006","553.84","16.31","446.14"
"02.05.2006","558.66","16.34","445.61"
"03.05.2006","563.25","16.33","445.5"
"04.05.2006","562.45","16.41","445.61"
"05.05.2006","561.93","16.4","446.26"
"06.05.2006","567.04","16.48","446.91"
"10.05.2006","566.84","16.5","446.75"
"11.05.2006","570.45","16.51","446.4"
"12.05.2006","566.75","16.46","445.7"
"15.05.2006","572.65","16.46","443.43"
"16.05.2006","567.09","16.43","442.14"
"17.05.2006","564.01","16.29","440.05"
"18.05.2006","564.76","16.26","438.41"
"19.05.2006","558.48","16.16","437.34"
"22.05.2006","558.39","16.2","437.37"
"23.05.2006","557.17","16.12","436.89"
"24.05.2006","558.94","16.13","435.28"
"25.05.2006","557.57","16.06","433.87"
"26.05.2006","551.91","16","432.7"
"29.05.2006","551.6","15.94","431.04"
"30.05.2006","548.02","15.87","429.55"
"31.05.2006","548.94","15.84","427.56"
"01.06.2006","549.62","15.86","427.12"
"02.06.2006","543.28","15.77","426.57"
"05.06.2006","546.39","15.86","426.37"
"06.06.2006","550.83","15.92","425.09"
"07.06.2006","544.06","15.84","423.49"
"08.06.2006","539.29","15.7","421.68"
"09.06.2006","533.52","15.59","418.94"
"12.06.2006","529.37","15.48","418.18"
"13.06.2006","524.49","15.45","417.19"
"14.06.2006","524.45","15.4","417.19"
"15.06.2006","525.17","15.43","418.03"
"16.06.2006","530.79","15.57","420.93"
"19.06.2006","533.47","15.6","421.68"
"20.06.2006","529.63","15.56","420.64"
"21.06.2006","526.72","15.52","419.83"
"22.06.2006","529.33","15.51","419.04"
"23.06.2006","526.53","15.51","418.48"
"26.06.2006","523.18","15.47","418.48"
"27.06.2006","525.88","15.45","418.66"
"28.06.2006","526.19","15.49","418.71"
"29.06.2006","526.42","15.48","418.79"
"30.06.2006","524.7","15.47","418.79"
"03.07.2006","532.06","15.53","418.52"
"04.07.2006","534.98","15.56","418.28"
"06.07.2006","534.7","15.58","418.03"
"07.07.2006","531.9","15.52","417.67"
"10.07.2006","534.11","15.55","417.99"
"11.07.2006","533.75","15.55","417.71"
"12.07.2006","532","15.52","417.71"
"13.07.2006","530.77","15.53","417.21"
"14.07.2006","529.76","15.51","417.4"
"17.07.2006","528.68","15.48","417.4"
"18.07.2006","523.02","15.49","417.05"
"19.07.2006","522.88","15.44","417.27"
"20.07.2006","521.07","15.43","417.46"
"21.07.2006","528.11","15.49","417.71"
"24.07.2006","529.33","15.51","417.45"
"25.07.2006","527.21","15.5","417.33"
"26.07.2006","527.64","15.52","417.57"
"27.07.2006","524.71","15.45","416.87"
"28.07.2006","530","15.5","416.11"
"31.07.2006","525.96","15.46","415.32"
"01.08.2006","527.7","15.41","413.33"
"02.08.2006","526.36","15.37","412.54"
"03.08.2006","526.98","15.39","411.77"
"04.08.2006","524.28","15.3","410.2"
"07.08.2006","522.03","15.24","408.09"
"08.08.2006","519.52","15.21","406.13"
"09.08.2006","517.38","15.06","402.63"
"10.08.2006","514.72","14.95","399.66"
"11.08.2006","511.67","14.92","397.97"
"14.08.2006","508.55","14.86","398.08"
"15.08.2006","505.48","14.82","397.45"
"16.08.2006","506.54","14.83","398.07"
"17.08.2006","513.31","14.98","401.24"
"18.08.2006","516.76","15.02","401.24"
"21.08.2006","513.26","15","400.92"
"22.08.2006","516.61","14.97","399.88"
"23.08.2006","511.7","14.96","399.39"
"24.08.2006","510.2","14.88","398.22"
"25.08.2006","510.37","14.85","397.76"
"28.08.2006","507.33","14.83","397.53"
"29.08.2006","508.62","14.85","397.36"
"30.08.2006","508.43","14.84","396.96"
"31.08.2006","508.29","14.83","396.54"
"01.09.2006","508.76","14.81","395.89"
"04.09.2006","505.66","14.75","394.52"
"05.09.2006","505.89","14.73","393.63"
"06.09.2006","504.15","14.77","393.56"
"07.09.2006","502.97","14.74","393.16"
"08.09.2006","499.76","14.72","392.55"
"11.09.2006","497.69","14.63","391.48"
"12.09.2006","494.96","14.53","389.33"
"13.09.2006","492.78","14.48","387.74"
"14.09.2006","489.45","14.41","386.09"
"15.09.2006","491.22","14.41","386.09"
"18.09.2006","489.26","14.42","386"
"19.09.2006","487.88","14.37","385.22"
"20.09.2006","486.58","14.36","384.53"
"22.09.2006","486.8","14.33","384.03"
"25.09.2006","492.21","14.4","384.03"
"26.09.2006","489.65","14.38","383.5"
"27.09.2006","486.22","14.33","383"
"28.09.2006","484.53","14.26","382"
"29.09.2006","485","14.26","381.5"
"02.10.2006","482.98","14.25","381.5"
"03.10.2006","483.3","14.22","381"
"04.10.2006","485.28","14.25","381"
"05.10.2006","485.74","14.25","381.36"
"06.10.2006","485.13","14.24","381.36"
"09.10.2006","483.33","14.24","381.66"
"10.10.2006","481.88","14.22","382.35"
"11.10.2006","480.14","14.24","382.95"
"12.10.2006","480.27","14.24","382.9"
"13.10.2006","479.62","14.2","382.75"
"16.10.2006","478.41","14.15","381.05"
"17.10.2006","476.55","14.12","380.78"
"18.10.2006","477.16","14.14","381"
"19.10.2006","478.08","14.15","381.15"
"20.10.2006","478.84","14.17","381.76"
"23.10.2006","482.66","14.25","382.52"
"24.10.2006","480.23","14.23","382.47"
"25.10.2006","477.99","14.15","381.14"
"26.10.2006","478.51","14.14","380.37"
"27.10.2006","480.61","14.16","379.84"
"30.10.2006","481.94","14.15","379.09"
"31.10.2006","481.89","14.17","378.93"
"01.11.2006","481.33","14.16","379.12"
"02.11.2006","485.56","14.24","380.62"
"03.11.2006","486.73","14.26","381.24"
"06.11.2006","486.19","14.27","381.03"
"07.11.2006","483.51","14.26","380.66"
"08.11.2006","485.57","14.25","380.69"
"09.11.2006","486.14","14.25","380.51"
"10.11.2006","486.63","14.24","380.3"
"13.11.2006","486.56","14.21","378.23"
"14.11.2006","484.47","14.19","377.61"
"15.11.2006","482.34","14.11","376.12"
"16.11.2006","480.07","14.08","375.29"
"17.11.2006","479.61","14.05","374.43"
"20.11.2006","477.54","14.01","373.84"
"21.11.2006","480.06","14.03","373.85"
"22.11.2006","479.18","14.03","373.95"
"23.11.2006","481.49","14.04","373.65"
"24.11.2006","482.34","14.02","372.38"
"27.11.2006","486.36","14.02","371.89"
"28.11.2006","487.15","14.09","371.47"
"29.11.2006","486.03","14.03","369.69"
"30.11.2006","485.56","14.02","369.05"
"01.12.2006","486.53","14.01","368.58"
"04.12.2006","488.35","14.05","368.73"
"05.12.2006","488.21","14","366.83"
"06.12.2006","488.59","14","366.51"
"07.12.2006","486.09","13.98","366.2"
"08.12.2006","486.71","13.98","366.03"
"11.12.2006","485.78","13.95","365.91"
"12.12.2006","481.78","13.9","365.62"
"13.12.2006","483.55","13.9","365.11"
"14.12.2006","483.91","13.91","364.8"
"15.12.2006","480.64","13.87","364.34"
"18.12.2006","476.69","13.8","363.47"
"19.12.2006","476.11","13.78","363.58"
"20.12.2006","477.67","13.77","363.22"
"21.12.2006","479.32","13.82","363.04"
"22.12.2006","477.6","13.8","362.81"
"25.12.2006","478.3","13.79","362.57"
"26.12.2006","478","13.75","362.34"
"27.12.2006","477.99","13.75","362.33"
"28.12.2006","479.11","13.79","363.18"
"29.12.2006","478.76","13.78","363.44"
"30.12.2006","478.73","13.81","363.5"
"05.01.2007","479.93","13.84","364.33"
"07.01.2007","476.85","13.84","364.45"
"08.01.2007","477.63","13.86","365.05"
"09.01.2007","474.86","13.81","365.11"
"10.01.2007","478.45","13.9","367.53"
"11.01.2007","477.4","13.88","367.57"
"12.01.2007","477.62","13.86","367.85"
"15.01.2007","473.9","13.83","367.56"
"16.01.2007","474.93","13.82","367"
"17.01.2007","474.21","13.79","366.1"
"18.01.2007","469.98","13.71","364.07"
"19.01.2007","469.02","13.68","362.96"
"22.01.2007","469.08","13.66","362"
"23.01.2007","467.44","13.62","361.35"
"24.01.2007","470.47","13.6","360.79"
"25.01.2007","468.78","13.61","360.46"
"26.01.2007","467.62","13.6","360.32"
"29.01.2007","464.89","13.57","360.35"
"30.01.2007","465.25","13.55","360.07"
"31.01.2007","466.15","13.54","359.35"
"01.02.2007","464.79","13.51","358.8"
"02.02.2007","467.22","13.55","358.85"
"05.02.2007","467.86","13.57","359.34"
"06.02.2007","464.28","13.54","359.21"
"07.02.2007","465.58","13.53","359.38"
"08.02.2007","465.27","13.52","358.26"
"09.02.2007","464.49","13.55","357.55"
"12.02.2007","464.57","13.53","357.17"
"13.02.2007","461.51","13.52","356.21"
"14.02.2007","463.24","13.49","355.74"
"15.02.2007","464.4","13.49","354.99"
"16.02.2007","465.84","13.52","354.6"
"19.02.2007","464.74","13.5","354.25"
"20.02.2007","464.75","13.5","353.91"
"21.02.2007","465.08","13.51","353.81"
"22.02.2007","464.94","13.5","353.7"
"23.02.2007","463.52","13.47","353.67"
"26.02.2007","463.91","13.46","353.21"
"27.02.2007","464.93","13.5","353.29"
"28.02.2007","467.83","13.52","353.61"
"01.03.2007","467.63","13.54","353.97"
"02.03.2007","468.28","13.55","354.09"
"05.03.2007","466.05","13.53","354.06"
"06.03.2007","463.92","13.51","354.6"
"07.03.2007","465.5","13.54","355.34"
"09.03.2007","468.21","13.57","356"
"12.03.2007","468.5","13.58","356.14"
"13.03.2007","471.77","13.67","358.6"
"14.03.2007","475.25","13.73","359.55"
"15.03.2007","475.09","13.78","360.38"
"16.03.2007","477.29","13.81","360.87"
"19.03.2007","481.5","13.87","361.35"
"20.03.2007","480.7","13.88","361.35"
"21.03.2007","480.28","13.87","361.22"
"22.03.2007","479.33","13.85","360.59"
"23.03.2007","480.58","13.86","359.96"
"26.03.2007","479.35","13.83","359.68"
"27.03.2007","477.33","13.8","359.84"
"28.03.2007","481.19","13.86","360.52"
"29.03.2007","481.89","13.89","361.02"
"30.03.2007","483.52","13.92","362.13"
"02.04.2007","482.38","13.92","362.2"
"03.04.2007","484.74","13.95","362.67"
"04.04.2007","485.16","13.98","363.2"
"05.04.2007","485.29","13.97","363.46"
"06.04.2007","486.39","14","363.71"
"09.04.2007","486.48","14.03","363.78"
"10.04.2007","488.3","14.05","365.14"
"11.04.2007","491.79","14.13","366.3"
"12.04.2007","492.6","14.16","367.12"
"13.04.2007","494.71","14.2","367.35"
"16.04.2007","497.29","14.23","367.49"
"17.04.2007","497.56","14.23","367.2"
"18.04.2007","496.18","14.19","366.21"
"19.04.2007","492.82","14.1","362.98"
"20.04.2007","491.43","14.02","361.32"
"23.04.2007","491.37","14.04","361.14"
"25.04.2007","489.81","13.99","360.63"
"26.04.2007","490.93","14","359.68"
"27.04.2007","486.86","13.94","358.09"
"28.04.2007","487.01","13.87","356.97"
"02.05.2007","485.7","13.9","357"
"03.05.2007","484.93","13.86","356.88"
"04.05.2007","486.42","13.89","357.32"
"07.05.2007","484.74","13.87","357.45"
"08.05.2007","486.76","13.89","357.52"
"10.05.2007","483.12","13.87","356.94"
"11.05.2007","481.64","13.81","356.06"
"14.05.2007","480.26","13.77","356.12"
"15.05.2007","482.39","13.8","356.03"
"16.05.2007","481.4","13.79","355.59"
"17.05.2007","481.69","13.79","354.86"
"18.05.2007","478.7","13.72","354.17"
"21.05.2007","475.72","13.66","352.99"
"22.05.2007","472.64","13.61","351.56"
"23.05.2007","471.56","13.54","350.5"
"24.05.2007","471.65","13.5","349.63"
"25.05.2007","469.4","13.48","349.05"
"29.05.2007","469.47","13.48","348.97"
"30.05.2007","471.19","13.47","348.8"
"31.05.2007","466.84","13.43","347.87"
"01.06.2007","467.59","13.42","347.57"
"04.06.2007","465.52","13.38","346.47"
"05.06.2007","466.44","13.36","345.97"
"06.06.2007","467.33","13.36","345.35"
"07.06.2007","466.75","13.38","345.41"
"08.06.2007","465.9","13.38","345.88"
"11.06.2007","462.44","13.36","346.42"
"12.06.2007","463.18","13.35","346.82"
"13.06.2007","463.7","13.37","347.47"
"14.06.2007","464.05","13.35","347.73"
"15.06.2007","461.65","13.32","347"
"18.06.2007","461.14","13.31","346.36"
"19.06.2007","462.76","13.3","345.24"
"20.06.2007","461.68","13.29","344.46"
"21.06.2007","461.84","13.26","343.96"
"22.06.2007","459.85","13.22","343.25"
"25.06.2007","461.01","13.21","342.99"
"26.06.2007","461.36","13.23","342.74"
"27.06.2007","459.87","13.25","341.66"
"28.06.2007","458.26","13.17","341.02"
"29.06.2007","459.16","13.22","340.95"
"30.06.2007","459.16","13.22","340.95"
"02.07.2007","459.85","13.19","340.5"
"03.07.2007","461.75","13.21","339.82"
"04.07.2007","461.37","13.22","339.22"
"06.07.2007","462.46","13.21","339.05"
"09.07.2007","460.51","13.16","338.71"
"10.07.2007","461.56","13.18","338.86"
"11.07.2007","463.3","13.21","339.02"
"12.07.2007","466.45","13.28","339.16"
"13.07.2007","466.77","13.27","338.53"
"16.07.2007","466.63","13.28","338.58"
"17.07.2007","466.06","13.28","338.19"
"18.07.2007","465.4","13.27","337.96"
"19.07.2007","465.3","13.27","337.69"
"20.07.2007","466.52","13.28","337.57"
"23.07.2007","465.95","13.28","337.57"
"24.07.2007","466.64","13.3","337.63"
"25.07.2007","467.46","13.31","337.93"
"26.07.2007","464.27","13.29","337.82"
"27.07.2007","463.31","13.24","337.64"
"28.07.2007","463.31","13.24","337.64"
"30.07.2007","460.54","13.23","337.37"
"31.07.2007","460.55","13.17","337.18"
"01.08.2007","461.99","13.19","337.05"
"02.08.2007","460.17","13.16","336.8"
"03.08.2007","460.53","13.17","337.04"
"06.08.2007","461.61","13.19","337.09"
"07.08.2007","465.83","13.25","337.12"
"08.08.2007","465.15","13.24","337.21"
"09.08.2007","465.08","13.23","337.16"
"10.08.2007","463.19","13.31","337.38"
"13.08.2007","460.1","13.21","337.07"
"14.08.2007","459.94","13.23","336.93"
"15.08.2007","457.69","13.19","336.76"
"16.08.2007","453.7","13.13","336.67"
"17.08.2007","451.63","13.09","336.91"
"20.08.2007","453.18","13.09","336.84"
"21.08.2007","454.05","13.09","336.93"
"22.08.2007","455.3","13.04","337.06"
"23.08.2007","454.89","13.05","337.13"
"24.08.2007","457.69","13.11","337.18"
"27.08.2007","458.99","13.09","337.12"
"28.08.2007","459.97","13.13","336.78"
"29.08.2007","459.88","13.11","336.56"
"30.08.2007","458.67","13.06","336.49"
"31.08.2007","457.91","13.12","336.45"
"03.09.2007","461.15","13.13","336.48"
"04.09.2007","458.73","13.15","336.51"
"05.09.2007","457.42","13.16","336.83"
"06.09.2007","458.26","13.12","337.25"
"07.09.2007","461.81","13.16","337.85"
"10.09.2007","463.62","13.19","338.51"
"11.09.2007","467.84","13.26","339.14"
"12.09.2007","470.15","13.33","340.1"
"13.09.2007","472.41","13.39","340.23"
"14.09.2007","474.03","13.45","341.1"
"17.09.2007","472.65","13.46","341.02"
"18.09.2007","473.15","13.46","340.96"
"19.09.2007","472.23","13.43","340.54"
"20.09.2007","473.63","13.46","338.91"
"24.09.2007","475.33","13.5","338.34"
"25.09.2007","476.38","13.5","337.55"
"26.09.2007","475.23","13.46","336.9"
"27.09.2007","475.5","13.48","336.59"
"28.09.2007","476.15","13.45","335.79"
"29.09.2007","476.15","13.45","335.79"
"30.09.2007","476.15","13.45","335.79"
"01.10.2007","474.25","13.41","334.47"
"02.10.2007","476.02","13.44","334.47"
"03.10.2007","472.86","13.4","333.82"
"04.10.2007","472.51","13.35","332.87"
"05.10.2007","469.17","13.3","332.53"
"08.10.2007","470.53","13.32","332.86"
"09.10.2007","469.61","13.34","333.32"
"10.10.2007","468.06","13.31","333.45"
"11.10.2007","471.33","13.34","333.19"
"12.10.2007","472.49","13.35","332.76"
"15.10.2007","471.25","13.34","332.5"
"16.10.2007","472.9","13.34","332.42"
"17.10.2007","470.01","13.34","332.16"
"18.10.2007","471.16","13.31","331.8"
"19.10.2007","473.05","13.3","330.83"
"22.10.2007","470.03","13.24","328.97"
"23.10.2007","464.02","13.2","327.56"
"24.10.2007","465.21","13.1","326.37"
"25.10.2007","462.9","13.07","325.3"
"26.10.2007","465.26","13.08","325.15"
"27.10.2007","465.26","13.08","325.15"
"29.10.2007","467.16","13.11","324.78"
"30.10.2007","467.59","13.16","324.92"
"31.10.2007","468.36","13.15","325.09"
"01.11.2007","469.76","13.18","325.16"
"02.11.2007","469.27","13.18","325.36"
"05.11.2007","470.83","13.18","325.18"
"06.11.2007","470.72","13.17","324.9"
"07.11.2007","471.44","13.16","324.08"
"08.11.2007","475.98","13.17","323.31"
"09.11.2007","472.48","13.16","322.16"
"12.11.2007","471.02","13.12","320.79"
"13.11.2007","466.67","13.07","320.1"
"14.11.2007","467.1","13.04","319.78"
"15.11.2007","469.93","13.05","319.68"
"16.11.2007","467.53","13.06","319.37"
"19.11.2007","466.43","12.99","318.36"
"20.11.2007","465.6","12.97","317.73"
"21.11.2007","467.84","12.95","316.43"
"22.11.2007","466.95","12.95","315.21"
"23.11.2007","463.98","12.87","312.89"
"24.11.2007","463.98","12.87","312.89"
"26.11.2007","452.36","12.59","305.46"
"27.11.2007","451.78","12.52","304.33"
"28.11.2007","453","12.53","304.56"
"29.11.2007","449.11","12.5","304.54"
"30.11.2007","450","12.54","305.33"
"03.12.2007","453.07","12.57","306.94"
"04.12.2007","449.51","12.53","306.5"
"05.12.2007","451.72","12.52","306.44"
"06.12.2007","449.95","12.52","305.67"
"07.12.2007","443.47","12.41","304.71"
"10.12.2007","444.89","12.38","303.7"
"11.12.2007","446.69","12.39","303.5"
"12.12.2007","444.58","12.41","303.01"
"13.12.2007","443.71","12.37","302.36"
"14.12.2007","442.71","12.34","301.51"
"17.12.2007","443.56","12.33","302.09"
"18.12.2007","436.63","12.28","303.36"
"19.12.2007","438.77","12.31","304.36"
"20.12.2007","437.17","12.29","303.91"
"21.12.2007","435.69","12.27","303.64"
"24.12.2007","436.36","12.27","303.45"
"25.12.2007","436.95","12.27","303.48"
"26.12.2007","438.09","12.31","304.27"
"27.12.2007","438.02","12.32","304.22"
"28.12.2007","442.11","12.36","304.57"
"29.12.2007","446.96","12.4","304.22"
"30.12.2007","446.96","12.4","304.22"
"31.12.2007","446.96","12.4","304.22"
"03.01.2008","446.96","12.4","304.22"
"07.01.2008","449.66","12.44","305.33"
