" ","EUR 1","RUB 1","USD 1"
"08.01.2008","450.32","12.46","305.86"
"09.01.2008","451.58","12.51","307.09"
"10.01.2008","450.9","12.57","307.15"
"11.01.2008","451.06","12.57","307.64"
"12.01.2008","455.33","12.63","307.82"
"14.01.2008","456.44","12.66","308.57"
"15.01.2008","459.47","12.7","308.47"
"16.01.2008","459.55","12.71","308.71"
"17.01.2008","454.45","12.62","307.23"
"18.01.2008","449.77","12.49","306.15"
"21.01.2008","448.69","12.48","305.77"
"22.01.2008","442.85","12.41","305.79"
"23.01.2008","444.82","12.33","306.9"
"24.01.2008","447.49","12.47","307.05"
"25.01.2008","449.57","12.45","306.6"
"29.01.2008","452.79","12.48","306.87"
"30.01.2008","452.97","12.53","306.62"
"31.01.2008","454.43","12.54","306.84"
"01.02.2008","457.42","12.59","307.61"
"04.02.2008","458.85","12.62","308.18"
"05.02.2008","457.13","12.61","308.27"
"06.02.2008","453.61","12.59","308.83"
"07.02.2008","451.6","12.52","308.87"
"08.02.2008","450.14","12.54","308.97"
"11.02.2008","449.37","12.49","309.63"
"12.02.2008","450.54","12.56","309.82"
"13.02.2008","451.3","12.59","310.43"
"14.02.2008","453.01","12.59","310.58"
"15.02.2008","454.27","12.61","310.59"
"18.02.2008","455.45","12.62","310.38"
"20.02.2008","457.22","12.65","310.15"
"21.02.2008","455.45","12.59","308.95"
"22.02.2008","453.19","12.54","307.54"
"25.02.2008","456.53","12.57","307.47"
"26.02.2008","454.72","12.54","306.89"
"27.02.2008","456.66","12.55","307.02"
"28.02.2008","462.68","12.71","307.55"
"29.02.2008","465.44","12.76","307.81"
"03.03.2008","467.3","12.84","308.1"
"04.03.2008","468.48","12.83","308.15"
"05.03.2008","468.95","12.82","308.4"
"06.03.2008","469.09","12.84","308.69"
"07.03.2008","469.09","12.84","308.77"
"10.03.2008","476.25","12.96","308.91"
"11.03.2008","476.42","12.97","308.9"
"12.03.2008","476.42","12.98","309.2"
"13.03.2008","481.97","13.06","309.21"
"14.03.2008","481.54","13.06","309.08"
"17.03.2008","486.88","13.16","309.19"
"18.03.2008","487.96","13.15","309.15"
"19.03.2008","487.35","13.15","309.31"
"20.03.2008","478.15","13.01","309.1"
"21.03.2008","476.85","12.98","308.78"
"24.03.2008","475.41","12.96","308.77"
"25.03.2008","479.69","12.95","308.48"
"26.03.2008","484.81","13.09","308.41"
"27.03.2008","486.21","13.1","308.02"
"28.03.2008","486.06","13.1","307.81"
"29.03.2008","486.06","13.1","307.81"
"31.03.2008","486.25","13.09","307.25"
"01.04.2008","481.36","13.03","307.34"
"02.04.2008","480.99","13.02","307.38"
"03.04.2008","480.16","13.02","308.12"
"04.04.2008","484.45","13.08","308.31"
"07.04.2008","484.29","13.09","308.62"
"08.04.2008","486.53","13.13","308.81"
"09.04.2008","485.97","13.13","309.12"
"10.04.2008","491.62","13.08","309.47"
"11.04.2008","490.45","13.2","309.65"
"14.04.2008","489.02","13.19","309.88"
"15.04.2008","490.81","13.22","310.13"
"16.04.2008","492.99","13.25","310.39"
"17.04.2008","495.07","13.29","310.35"
"18.04.2008","494.74","13.28","310.22"
"21.04.2008","492.05","13.24","310.16"
"22.04.2008","494.52","13.28","310.08"
"23.04.2008","494.53","13.27","309.68"
"25.04.2008","482.2","13.08","309.34"
"26.04.2008","482.2","13.08","309.34"
"28.04.2008","482.47","13.06","308.17"
"29.04.2008","478.78","12.99","307.48"
"30.04.2008","477.75","12.96","306.82"
"04.05.2008","476.86","12.95","306.82"
"05.05.2008","475.47","12.93","306.95"
"06.05.2008","476.21","12.94","307.23"
"07.05.2008","475.24","12.93","307.22"
"08.05.2008","470.96","12.86","307.13"
"12.05.2008","473.75","12.9","306.97"
"13.05.2008","474.18","12.92","307.25"
"14.05.2008","474.17","12.87","307.5"
"15.05.2008","476.95","12.89","307.55"
"16.05.2008","476.69","12.93","307.58"
"19.05.2008","481.44","13.01","308.24"
"20.05.2008","481.11","13.02","308.62"
"21.05.2008","485.92","13.03","308.83"
"22.05.2008","486.62","13.09","308.83"
"23.05.2008","485.4","13.08","308.56"
"26.05.2008","484.82","13.08","307.96"
"27.05.2008","483.75","13.03","306.85"
"29.05.2008","476.34","12.93","306.01"
"30.05.2008","473.1","12.86","305.52"
"02.06.2008","475.27","12.88","305.42"
"03.06.2008","477.59","12.93","305.66"
"04.06.2008","472.39","12.86","305.95"
"05.06.2008","472.91","12.87","306.47"
"06.06.2008","478.39","12.95","306.64"
"09.06.2008","485.12","13.06","306.94"
"10.06.2008","477.19","12.99","307.19"
"11.06.2008","475.98","12.97","307.26"
"12.06.2008","474.44","12.94","307.22"
"13.06.2008","471.29","12.88","306.19"
"16.06.2008","471.09","12.87","305.37"
"17.06.2008","472.55","12.9","305.34"
"18.06.2008","471.72","12.87","304.59"
"19.06.2008","472.24","12.88","304.69"
"20.06.2008","474.54","12.91","304.84"
"23.06.2008","472.4","12.88","304.32"
"24.06.2008","471.45","12.83","302.83"
"25.06.2008","471.07","12.81","302.12"
"26.06.2008","473.58","12.85","301.97"
"27.06.2008","476.2","12.89","302.06"
"28.06.2008","476.61","12.9","302.65"
"30.06.2008","476.61","12.9","302.65"
"01.07.2008","476.87","12.89","302.68"
"02.07.2008","478.23","12.92","302.62"
"03.07.2008","482.1","12.99","303.55"
"04.07.2008","482.42","13","303.75"
"07.07.2008","475.5","12.9","303.95"
"08.07.2008","478.99","12.97","304.51"
"09.07.2008","476.57","12.98","304.15"
"10.07.2008","477.23","12.97","303.91"
"11.07.2008","478.38","12.98","303.12"
"14.07.2008","481.36","13.05","303.26"
"15.07.2008","483.13","13.09","302.64"
"16.07.2008","481.96","13.06","302.57"
"17.07.2008","479.61","13.02","302.31"
"18.07.2008","478.81","13.01","301.92"
"21.07.2008","478.87","12.99","301.33"
"22.07.2008","479.87","12.99","301.41"
"23.07.2008","473.7","12.9","301.28"
"24.07.2008","472.13","12.89","301.31"
"25.07.2008","472.89","12.89","301.09"
"28.07.2008","473.51","12.89","300.95"
"29.07.2008","473.51","12.9","300.95"
"30.07.2008","469.49","12.85","301.03"
"31.07.2008","469.81","12.85","300.97"
"01.08.2008","468.27","12.82","300.87"
"04.08.2008","468.61","12.85","300.73"
"05.08.2008","466.45","12.83","301.05"
"06.08.2008","465.52","12.78","300.85"
"07.08.2008","465.88","12.77","301.07"
"08.08.2008","456.8","12.59","301.24"
"11.08.2008","454.1","12.4","301.17"
"12.08.2008","448.36","12.46","301.45"
"13.08.2008","450.06","12.48","301.69"
"14.08.2008","449.03","12.41","301.23"
"15.08.2008","443.07","12.28","301.14"
"16.08.2008","442.88","12.27","301.01"
"19.08.2008","441.92","12.27","301.14"
"20.08.2008","444.04","12.34","301.3"
"21.08.2008","445.88","12.38","301.43"
"22.08.2008","448.4","12.44","302.38"
"25.08.2008","447.35","12.43","303.44"
"26.08.2008","444.85","12.36","304.54"
"27.08.2008","448.23","12.38","304.48"
"28.08.2008","448.85","12.38","304.22"
"29.08.2008","446.65","12.33","303.33"
"30.08.2008","446.65","12.33","303.33"
"01.09.2008","442.89","12.26","302.44"
"02.09.2008","438.08","12.18","302.02"
"03.09.2008","434.55","11.99","301.56"
"04.09.2008","437.53","11.94","301.39"
"05.09.2008","428.9","11.83","301.11"
"08.09.2008","430.01","11.88","301.87"
"09.09.2008","428.58","11.85","302.82"
"10.09.2008","428.08","11.83","302.66"
"11.09.2008","420.97","11.73","302.75"
"12.09.2008","426.08","11.79","301.99"
"13.09.2008","426.71","11.8","302.44"
"16.09.2008","431.65","11.86","302.47"
"17.09.2008","430.12","11.86","302.5"
"18.09.2008","435.52","11.92","302.46"
"19.09.2008","430.34","11.87","302.95"
"22.09.2008","441.04","12.01","302.64"
"23.09.2008","446.42","12.13","303.77"
"24.09.2008","446.85","12.16","304.31"
"25.09.2008","447.48","12.18","304.08"
"26.09.2008","443.2","12.12","303.46"
"29.09.2008","433.93","11.95","302.35"
"30.09.2008","434.33","11.91","302.12"
"01.10.2008","426.78","11.8","301.92"
"02.10.2008","420.17","11.7","302.15"
"03.10.2008","420.27","11.72","303.2"
"06.10.2008","412.5","11.61","303.91"
"07.10.2008","412.26","11.61","304.05"
"08.10.2008","416.34","11.7","305.57"
"09.10.2008","422.06","11.8","306.51"
"10.10.2008","418.21","11.76","307.37"
"13.10.2008","419.18","11.77","307.45"
"14.10.2008","418.16","11.77","307.11"
"15.10.2008","415.33","11.69","305.82"
"16.10.2008","411.4","11.63","305.74"
"17.10.2008","412.24","11.67","306.66"
"20.10.2008","414.3","11.76","307.14"
"21.10.2008","407.17","11.63","307.76"
"22.10.2008","398.14","11.47","308.68"
"23.10.2008","396.74","11.47","309.11"
"24.10.2008","388.33","11.34","309.18"
"27.10.2008","383.61","11.28","308.63"
"28.10.2008","383.49","11.24","307.21"
"29.10.2008","390.59","11.32","306.27"
"30.10.2008","398.89","11.46","305.78"
"31.10.2008","389.03","11.29","305.1"
"03.11.2008","389.83","11.27","303.69"
"04.11.2008","386.74","11.23","304.09"
"05.11.2008","390.48","11.29","303.99"
"06.11.2008","393.33","11.32","304.32"
"07.11.2008","390.88","11.29","304.41"
"10.11.2008","391.92","11.32","304.77"
"11.11.2008","389.34","11.17","304.96"
"12.11.2008","382.97","11.08","305.23"
"13.11.2008","381.49","11.07","305.51"
"14.11.2008","387.44","11.15","305.54"
"17.11.2008","387.08","11.18","305.68"
"18.11.2008","385.44","11.14","305.88"
"19.11.2008","385.68","11.14","305.97"
"20.11.2008","382.95","11.1","305.94"
"21.11.2008","384.81","11.1","305"
"24.11.2008","386.2","11.03","305.59"
"25.11.2008","393.34","11.17","305.8"
"26.11.2008","397.25","11.2","306"
"27.11.2008","396.16","11.18","306.08"
"28.11.2008","392.89","11.02","305.42"
"29.11.2008","392.89","11.02","305.42"
"30.11.2008","392.89","11.02","305.42"
"01.12.2008","386.55","10.92","305.31"
"02.12.2008","386.31","10.92","305.72"
"03.12.2008","386.71","10.94","306.45"
"04.12.2008","386.72","10.95","306.82"
"05.12.2008","392.78","10.96","307.82"
"08.12.2008","397.12","11.01","308.08"
"09.12.2008","397.11","11.02","308.41"
"10.12.2008","398.94","11.05","308.49"
"11.12.2008","405.34","11.05","308.5"
"12.12.2008","411.83","11.12","308.37"
"15.12.2008","415.49","11.08","308.55"
"16.12.2008","421.39","11.15","308.62"
"17.12.2008","434.52","11.19","308.34"
"18.12.2008","450.95","11.24","308.34"
"19.12.2008","434.25","11.07","308.31"
"22.12.2008","435.3","10.91","308.35"
"23.12.2008","430.42","10.86","308.37"
"24.12.2008","431.35","10.77","308.35"
"25.12.2008","432.09","10.75","308.37"
"26.12.2008","433.7","10.63","308.42"
"27.12.2008","433.73","10.63","308.44"
"29.12.2008","439.79","10.55","308.01"
"30.12.2008","435","10.46","306.73"
"31.12.2008","435","10.46","306.73"
"08.01.2009","415.81","10.08","306.26"
"09.01.2009","419.67","10.12","306.04"
"10.01.2009","419.71","10.12","306.07"
"12.01.2009","408.88","9.84","305.66"
"13.01.2009","406.03","9.79","305.68"
"14.01.2009","403.66","9.64","305.48"
"15.01.2009","401.6","9.48","305.35"
"16.01.2009","404.31","9.38","305.36"
"19.01.2009","404.64","9.26","305.27"
"20.01.2009","396.17","9.14","305.57"
"21.01.2009","395.63","9.33","305.6"
"22.01.2009","398.37","9.33","305.45"
"23.01.2009","390.54","9.21","305.42"
"26.01.2009","395.37","9.27","305.35"
"27.01.2009","404.81","9.23","305.17"
"29.01.2009","397.89","8.73","304.78"
"30.01.2009","391.92","8.62","305.21"
"02.02.2009","388.65","8.46","305.28"
"03.02.2009","391.28","8.42","305.19"
"04.02.2009","395.29","8.45","305.36"
"05.02.2009","392.47","8.41","305.29"
"06.02.2009","391.67","8.4","305.3"
"09.02.2009","395.4","8.47","305.94"
"10.02.2009","394.16","8.5","305.23"
"11.02.2009","395.57","8.56","305.51"
"12.02.2009","392.15","8.8","305.25"
"13.02.2009","393.36","8.85","305.19"
"16.02.2009","389.7","8.72","305.22"
"17.02.2009","386.26","8.54","305.22"
"18.02.2009","383.9","8.38","305.26"
"19.02.2009","386.65","8.54","305.41"
"20.02.2009","385.07","8.45","305.44"
"23.02.2009","393.58","8.53","305.86"
"24.02.2009","390.86","8.49","305.69"
"25.02.2009","391.38","8.53","305.48"
"26.02.2009","390.79","8.57","306.04"
"27.02.2009","387.29","8.55","305.83"
"28.02.2009","387.29","8.55","305.83"
"02.03.2009","385.71","8.46","305.75"
"03.03.2009","469.52","10.27","372.11"
"04.03.2009","466.77","10.3","372.95"
"05.03.2009","460.39","10.19","366.38"
"06.03.2009","457.01","10.1","360.67"
"09.03.2009","453.56","10.08","359.37"
"10.03.2009","458.24","10.24","361.28"
"11.03.2009","468.74","10.52","369.73"
"12.03.2009","472.87","10.53","369.89"
"13.03.2009","477","10.63","369.84"
"16.03.2009","480.57","10.63","370.34"
"17.03.2009","483.82","10.78","372.11"
"18.03.2009","488.46","10.91","374.66"
"19.03.2009","502.92","11.04","372.89"
"20.03.2009","508.92","11.14","372.02"
"23.03.2009","505.55","11.11","370.61"
"24.03.2009","501.37","11.1","369.36"
"25.03.2009","497.11","10.96","368.79"
"26.03.2009","496.89","10.95","366.22"
"27.03.2009","492.9","10.94","366.11"
"30.03.2009","483.73","10.76","366.66"
"31.03.2009","487.99","10.87","367.77"
"01.04.2009","488.11","10.88","369.85"
"02.04.2009","491.98","10.99","370.58"
"03.04.2009","499.22","11.13","370.85"
"06.04.2009","502.73","11.19","371.49"
"07.04.2009","495.61","11.13","372.06"
"08.04.2009","492.23","11.04","372.65"
"09.04.2009","497.18","11.16","373.85"
"10.04.2009","491.96","11.15","374.57"
"14.04.2009","497.91","11.24","374.98"
"15.04.2009","497.63","11.25","375.54"
"16.04.2009","495.09","11.24","375.92"
"17.04.2009","488.27","11.16","373.52"
"18.04.2009","487.38","11.14","372.84"
"20.04.2009","482.5","11.09","372.1"
"21.04.2009","481.63","10.9","371.34"
"22.04.2009","478.74","10.9","370.46"
"23.04.2009","484.29","11.02","371.42"
"27.04.2009","489.23","11.13","371.7"
"28.04.2009","483.91","11.09","372.07"
"29.04.2009","492.22","11.23","372.22"
"30.04.2009","494.44","11.25","370.9"
"04.05.2009","495.2","11.3","372.61"
"05.05.2009","498.04","11.37","372.56"
"06.05.2009","496.48","11.35","372.79"
"07.05.2009","495.43","11.38","372.67"
"08.05.2009","499.76","11.46","372.54"
"11.05.2009","506.67","11.54","372.47"
"12.05.2009","509.4","11.62","373.19"
"13.05.2009","510.63","11.68","373.27"
"14.05.2009","508.64","11.63","373.59"
"15.05.2009","506.87","11.61","373.7"
"18.05.2009","502.88","11.59","373.78"
"19.05.2009","509.37","11.73","373.18"
"20.05.2009","509.09","11.76","372.82"
"21.05.2009","513.26","11.81","372.48"
"22.05.2009","519.65","11.96","372.37"
"25.05.2009","519.72","11.95","372.01"
"26.05.2009","516.07","11.81","371.7"
"27.05.2009","517.95","11.89","370.89"
"29.05.2009","519.21","11.97","370.28"
"30.05.2009","519.21","11.97","370.28"
"01.06.2009","526.27","12.07","369.91"
"02.06.2009","522.1","12.02","369.93"
"03.06.2009","526.04","12.09","369.93"
"04.06.2009","526.23","12.02","370.01"
"05.06.2009","524.45","12.03","369.8"
"08.06.2009","513.37","11.83","370.1"
"09.06.2009","516.19","11.84","370.53"
"10.06.2009","523.71","11.99","370.45"
"11.06.2009","519.46","11.97","370.17"
"12.06.2009","519.44","11.96","369.63"
"15.06.2009","512.14","11.8","369.08"
"16.06.2009","511.53","11.77","367.69"
"17.06.2009","509.19","11.77","367.04"
"18.06.2009","510.69","11.78","367.11"
"19.06.2009","508.89","11.74","366.32"
"22.06.2009","506.16","11.68","365.02"
"23.06.2009","503.79","11.49","362.18"
"24.06.2009","509.13","11.59","361.19"
"25.06.2009","504.25","11.56","360.9"
"26.06.2009","506.19","11.57","360.38"
"29.06.2009","504.87","11.54","360.29"
"30.06.2009","507.6","11.59","360.06"
"01.07.2009","506.63","11.55","359.98"
"02.07.2009","507.66","11.57","360.27"
"03.07.2009","504.64","11.53","360.66"
"06.07.2009","503.21","11.48","361.27"
"07.07.2009","506.19","11.52","362.37"
"08.07.2009","505.09","11.43","363.32"
"09.07.2009","508.82","11.44","364.54"
"10.07.2009","508.17","11.33","365.3"
"13.07.2009","511.75","11.09","366.93"
"14.07.2009","513.42","11.32","367.53"
"15.07.2009","515.39","11.47","367.01"
"16.07.2009","515.57","11.54","366.15"
"17.07.2009","515.44","11.51","365.61"
"18.07.2009","515.35","11.51","365.55"
"21.07.2009","519.17","11.76","365.19"
"22.07.2009","518.36","11.74","365.35"
"23.07.2009","520.29","11.74","365.55"
"24.07.2009","520.13","11.78","366.03"
"27.07.2009","522.48","11.95","366.68"
"28.07.2009","523.7","11.95","367.15"
"29.07.2009","521.98","11.75","369"
"30.07.2009","520.04","11.65","369.98"
"31.07.2009","521.92","11.82","370.34"
"03.08.2009","528.88","11.88","370.53"
"04.08.2009","533.46","11.9","370.18"
"05.08.2009","531.31","11.87","369.33"
"06.08.2009","531.84","11.85","369.31"
"07.08.2009","531.21","11.68","369.9"
"10.08.2009","525.62","11.71","370.34"
"11.08.2009","525.84","11.62","370.83"
"12.08.2009","522.69","11.36","370.34"
"13.08.2009","528.69","11.58","370.75"
"14.08.2009","530.4","11.78","371.43"
"15.08.2009","531.63","11.81","372.29"
"18.08.2009","528.58","11.72","373.69"
"19.08.2009","527.31","11.69","373.95"
"20.08.2009","534.78","11.88","375.65"
"21.08.2009","537.28","11.82","375.8"
"24.08.2009","536.84","11.89","375.28"
"25.08.2009","535.98","11.92","375.39"
"26.08.2009","538.11","11.97","375.83"
"27.08.2009","535.74","11.9","376.09"
"28.08.2009","540.03","11.94","376.17"
"31.08.2009","535.64","11.8","374.89"
"01.09.2009","539.53","11.84","376.03"
"02.09.2009","534.87","11.77","376.06"
"03.09.2009","537.87","11.86","376.08"
"04.09.2009","538.26","11.93","376.96"
"07.09.2009","541.02","12.01","377.23"
"08.09.2009","544.12","12.03","377.31"
"09.09.2009","546.53","12.1","377.05"
"10.09.2009","548.73","12.24","377.11"
"11.09.2009","549.97","12.27","377.13"
"12.09.2009","550.03","12.27","377.17"
"15.09.2009","550.47","12.2","377.19"
"16.09.2009","555.56","12.36","377.83"
"17.09.2009","561.98","12.59","381.52"
"18.09.2009","560.72","12.57","381.96"
"22.09.2009","564.9","12.67","382.05"
"23.09.2009","566.44","12.74","382.83"
"24.09.2009","567.77","12.81","384.67"
"25.09.2009","566.78","12.82","385.88"
"28.09.2009","564.14","12.79","385.71"
"29.09.2009","562.11","12.8","385.35"
"30.09.2009","562.24","12.81","384.28"
"01.10.2009","559.82","12.77","384.07"
"02.10.2009","557.81","12.71","383.32"
"05.10.2009","561.67","12.78","384.26"
"06.10.2009","567.04","12.91","384.98"
"07.10.2009","567.52","12.96","385.57"
"08.10.2009","569.59","13.03","385.64"
"09.10.2009","568.15","13.03","385.84"
"12.10.2009","568.27","13.05","385.87"
"13.10.2009","569.58","13.05","385.61"
"14.10.2009","574.46","13.1","385.52"
"15.10.2009","576.35","13.16","385.75"
"16.10.2009","574.94","13.16","386.07"
"19.10.2009","577.3","13.21","386.57"
"20.10.2009","579.92","13.28","387.62"
"21.10.2009","578.8","13.28","387.18"
"22.10.2009","577.86","13.26","386.14"
"23.10.2009","579.78","13.32","385.85"
"26.10.2009","578.44","13.3","384.68"
"27.10.2009","573.31","13.21","385.08"
"28.10.2009","569.38","13.16","385.29"
"29.10.2009","569.93","13.2","386.29"
"30.10.2009","573.1","13.3","386.37"
"31.10.2009","573.1","13.3","386.37"
"02.11.2009","570.73","13.25","386.41"
"03.11.2009","567.53","13.2","386.47"
"04.11.2009","571.84","13.27","387.56"
"05.11.2009","575.1","13.29","387.51"
"06.11.2009","577.23","13.39","387.43"
"09.11.2009","580.96","13.47","387.72"
"10.11.2009","581.08","13.5","387.72"
"11.11.2009","583.14","13.55","388.01"
"12.11.2009","579.67","13.5","388"
"13.11.2009","577.07","13.45","387.84"
"16.11.2009","580.6","13.53","387.74"
"17.11.2009","578.97","13.51","387.48"
"18.11.2009","579.45","13.51","387.41"
"19.11.2009","575.78","13.42","387.39"
"20.11.2009","576","13.41","387.28"
"23.11.2009","579.69","13.44","387.03"
"24.11.2009","577.51","13.4","386.58"
"25.11.2009","581.1","13.43","386.29"
"26.11.2009","582.41","13.35","386.19"
"27.11.2009","574.99","13.01","386"
"28.11.2009","574.99","13.01","386"
"30.11.2009","580.22","13.22","385.76"
"01.12.2009","580.9","13.25","385.67"
"02.12.2009","582.22","13.27","385.6"
"03.12.2009","582.71","13.18","385.44"
"04.12.2009","580.36","13.17","385.21"
"07.12.2009","570.01","12.97","385.01"
"08.12.2009","571.43","12.78","384.8"
